iter	CrossEntropy
350	0.2964658282
351	0.2959781199
352	0.2956568291
353	0.2945873308
354	0.2945872959
355	0.2945874647
356	0.2912724549
357	0.2912120903
358	0.28999663
359	0.2888209126
360	0.2888208969
361	0.288680128
362	0.2886106248
363	0.2886104931
364	0.2886104828
365	0.288475888
366	0.2883544168
367	0.2882092269
368	0.2882092843
369	0.2881804858
370	0.2881804245
371	0.2863663346
372	0.2861979356
373	0.2861979124
374	0.2861395639
375	0.286056996
376	0.2832958642
377	0.2829070742
378	0.2829069698
379	0.2828445558
380	0.2828446031
381	0.2827765869
382	0.2824815348
383	0.281976003
384	0.2818924002
385	0.2818522831
386	0.28185233
387	0.2818522592
388	0.2818522592
389	0.2818522592
390	0.2808420826
391	0.2808420193
392	0.2807963746
393	0.2804493056
394	0.2804492025
395	0.2798421871
396	0.2798422923
397	0.2798423166
398	0.2798423402
399	0.2798422932
400	0.2798421757
401	0.2798423191
402	0.2796171248
403	0.2796173127
404	0.2796173881
405	0.2795711557
406	0.2794704045
407	0.2793926192
408	0.2792148704
409	0.2792149059
410	0.2790766475
411	0.2790767297
412	0.2788561791
413	0.2788562282
414	0.2788561563
415	0.2787082091
416	0.2784659954
417	0.2784659741
418	0.2784660229
419	0.2784660128
420	0.2779323028
421	0.277932163
422	0.277932174
423	0.2778628168
424	0.2777445725
425	0.2760784868
426	0.2760393651
427	0.2759760466
428	0.2758754641
429	0.2758418157
430	0.2758267658
431	0.2755029673
432	0.2754672654
433	0.2750172908
434	0.2749500482
435	0.2747381732
436	0.274627644
437	0.2729265012
438	0.2729266447
439	0.2725810794
440	0.2725557229
441	0.272432661
442	0.2723291305
443	0.272328868
444	0.2721855177
445	0.2721855651
446	0.2721856132
447	0.2721855179
448	0.2721855181
449	0.2720428043
450	0.2719704393
451	0.2719704873
452	0.2707769226
453	0.2707767339
454	0.2707588685
455	0.2706385378
456	0.2706386452
457	0.2705668333
458	0.2705669049
459	0.270373225
460	0.2702992789
461	0.2699647783
462	0.2681262968
463	0.2680419623
464	0.2680417862
465	0.2678922592
466	0.2678916685
467	0.2677666713
468	0.2673010677
469	0.2673012001
470	0.2673011552
471	0.2672776816
472	0.2670199568
473	0.267019945
474	0.2670199932
475	0.2669569156
476	0.2667258547
477	0.2659033255
478	0.2659031613
479	0.2657803671
480	0.2654482843
481	0.2640727286
482	0.2640726214
483	0.2640724797
484	0.2637937608
485	0.2637613946
486	0.2637613232
487	0.2637317043
488	0.2637316799
489	0.2637317503
490	0.2637316932
491	0.2637316456
492	0.263690991
493	0.2635772789
494	0.263544787
495	0.2635435983
496	0.2635437194
497	0.2635437546
498	0.2634020329
499	0.2634020422
500	0.2633352569
501	0.2633353628
502	0.2633069675
503	0.2633069451
504	0.2630320417
505	0.2629701942
506	0.262614392
507	0.2620084301
508	0.2614454613
509	0.2614454977
510	0.2612026249
511	0.2612027331
512	0.2611344362
513	0.2610752084
514	0.2610118613
515	0.2610117568
516	0.2609995282
517	0.2607102143
518	0.2605714512
519	0.260271097
520	0.2602711783
521	0.2598376624
522	0.2598243934
523	0.2595252264
524	0.2595114517
525	0.2591964511
526	0.2591964414
527	0.2591334492
528	0.2591334489
529	0.2591334961
530	0.259092951
531	0.2589765644
532	0.2589764686
533	0.2589484696
534	0.2586711752
535	0.2586392564
536	0.25863916
537	0.258639222
538	0.2585972923
539	0.2585833774
540	0.2584184644
541	0.258361001
542	0.2576340978
543	0.2575345904
544	0.2575098347
545	0.2575098846
546	0.2569433568
547	0.2569157812
548	0.2560089503
549	0.2559840835
550	0.2559679456
551	0.2559677919
552	0.2559679436
553	0.2558507765
554	0.2558504189
555	0.255837177
556	0.2558373209
557	0.2557711133
558	0.2555431142
559	0.255439961
560	0.2553788772
561	0.2552968676
562	0.2552968681
563	0.2543218203
564	0.2543217625
565	0.2542997069
566	0.2541491765
567	0.2541491298
568	0.2541214527
569	0.2540705034
570	0.2540493986
571	0.2540493855
572	0.2540013618
573	0.2539518567
574	0.2539519073
575	0.2538239897
576	0.253745079
577	0.2537324066
578	0.2537324921
579	0.2536882637
580	0.2529494371
581	0.2529494598
582	0.2529343493
583	0.2529345036
584	0.2529344676
585	0.2529345714
586	0.2520173161
587	0.2520101866
588	0.2520100299
589	0.2519809655
590	0.2519810138
591	0.2518743526
592	0.251874149
593	0.2518742206
594	0.2518151195
595	0.2505084796
596	0.2504826242
597	0.2498772609
598	0.2497158552
599	0.2497155759
600	0.249686043
601	0.2492542738
602	0.2492542329
603	0.2492541674
604	0.2492542845
605	0.2492541538
606	0.2488020409
607	0.2483980105
608	0.247767405
609	0.2475078103
610	0.2474228384
611	0.2474228131
612	0.2474227793
613	0.2465863826
614	0.2465863803
615	0.2464790782
616	0.2464790694
617	0.2464790694
618	0.2464790694
619	0.2459849411
620	0.2459477743
621	0.2459478237
622	0.2459429681
623	0.2459084315
624	0.2459083252
625	0.2458892993
626	0.2458892961
627	0.2458893212
628	0.2458711762
629	0.2458354725
630	0.2458095763
631	0.2457891873
632	0.2456740557
633	0.2456716326
634	0.2456716536
635	0.2456524295
636	0.2449560664
637	0.2448691587
638	0.2445226769
639	0.2445226764
640	0.2444904607
641	0.2444903192
642	0.2444465203
643	0.2444465948
644	0.2437485597
645	0.2433838195
646	0.2432758198
647	0.2432758601
648	0.2432741235
649	0.2432741125
650	0.2432743363
651	0.2432742412
652	0.2432743581
653	0.2432743038
654	0.2432742425
655	0.2432741936
656	0.2432743583
657	0.2432741674
658	0.2430394198
659	0.2430351342
660	0.2429368146
661	0.2422359615
662	0.2416314031
663	0.2414582046
664	0.2414039732
665	0.2414039702
666	0.241403935
667	0.2410913171
668	0.240435441
669	0.2404355385
670	0.2392884907
671	0.2392885516
672	0.2391212066
673	0.2391004167
674	0.2390899558
675	0.2390900999
676	0.2390900325
677	0.2390899778
678	0.2390899759
679	0.2390899428
680	0.2383861137
681	0.238386097
682	0.2383860884
683	0.2383861047
684	0.238350995
685	0.2381120131
686	0.2381120187
687	0.238111963
688	0.2379821062
689	0.2379807148
690	0.2374508016
691	0.2365396819
692	0.2365397554
693	0.2365347288
694	0.2365309305
695	0.2365309529
696	0.2364802626
697	0.23620926
698	0.2359976325
699	0.2359769196
700	0.2353009852
701	0.234895528
702	0.2348953358
703	0.2348954171
704	0.2348954314
705	0.234883037
706	0.2348437293
707	0.2347746585
708	0.2347437452
709	0.234742031
710	0.2346927953
711	0.2346927592
712	0.2346638855
713	0.2346639802
714	0.234643407
715	0.2345643813
716	0.2338896629
717	0.2338761221
718	0.2326646595
719	0.2325225767
720	0.2313348182
721	0.2312190832
722	0.2311383401
723	0.2310961661
724	0.2310960402
725	0.2310961373
726	0.2310961165
727	0.2309995017
728	0.2309053624
729	0.2308926953
730	0.2304098198
731	0.2304095763
732	0.230255449
733	0.2301733607
734	0.2301733921
735	0.2301734404
736	0.2301159625
737	0.2300120848
738	0.2300121218
739	0.2298161878
740	0.2298160182
741	0.2298160497
742	0.2298160498
743	0.2298046875
744	0.2298047233
745	0.2297516448
746	0.2296984757
747	0.2296985096
748	0.2296740727
749	0.2296453115
750	0.2296455142
751	0.2296255171
752	0.2295761088
753	0.2295761049
754	0.2295685722
755	0.2291798308
756	0.2291700006
757	0.229160025
758	0.2291502254
759	0.2290751531
760	0.2290751262
761	0.2289906833
762	0.2288777332
763	0.2288424288
764	0.2287889916
765	0.2287891772
766	0.2285822492
767	0.2285727673
768	0.2285366508
769	0.2283954216
770	0.2283954132
771	0.2283954697
772	0.2275315682
773	0.2275313654
774	0.2275312532
775	0.2275313245
776	0.2275178988
777	0.2273676268
778	0.2273092397
779	0.2273091033
780	0.2273091018
781	0.2273092361
782	0.22730929
783	0.2272725921
784	0.2272727452
785	0.2272585347
786	0.2272391671
787	0.2271280367
788	0.2271278828
789	0.2271281108
790	0.2271279949
791	0.2271280099
792	0.2271280162
793	0.2271279286
794	0.2271279871
795	0.2271149384
796	0.2271149017
797	0.2271147466
798	0.2269436099
799	0.2269435639
800	0.2268431002
801	0.2267126921
802	0.226707159
803	0.226707159
804	0.2266205721
805	0.2266208725
806	0.2266209145
807	0.2253969167
808	0.2253133178
809	0.2253120303
810	0.2253120781
811	0.2252804609
812	0.2248319024
813	0.2238924737
814	0.2237385461
815	0.2237383835
816	0.2237385011
817	0.2237384575
818	0.2236695143
819	0.2236335036
820	0.2235820268
821	0.2234289071
822	0.2232654103
823	0.2232654103
824	0.2232654109
825	0.2232654306
826	0.2232645498
827	0.2232645022
828	0.223264574
829	0.2230926791
830	0.223080611
831	0.2230622216
832	0.2230613364
833	0.2230613357
834	0.2230613357
835	0.2230614071
836	0.2230614072
837	0.2230613832
838	0.2230614682
839	0.2230615219
840	0.2228871951
841	0.2228869498
842	0.2228869866
843	0.2228653498
844	0.2228654911
845	0.2228654572
846	0.2228608438
847	0.2219510358
848	0.221946137
849	0.2218920011
850	0.2218919692
851	0.2218918891
852	0.2218918643
853	0.2218910193
854	0.2218017661
855	0.2217837275
856	0.2217762255
857	0.2216798424
858	0.2216237438
859	0.2216237486
860	0.2214712242
861	0.2214498793
862	0.2209100416
863	0.2207481154
864	0.2206013486
865	0.2206013543
866	0.2205811096
867	0.2204549492
868	0.2204550361
869	0.2204549707
870	0.2204549763
871	0.2203156783
872	0.2202997587
873	0.2202996208
874	0.2202889109
875	0.2199879106
876	0.2199881839
877	0.2199805457
878	0.2199601487
879	0.2199602119
880	0.2199299174
881	0.2199109923
882	0.2199005932
883	0.2198917478
884	0.219677264
885	0.2196773794
886	0.2195817798
887	0.2195218271
888	0.218462757
889	0.2183078788
890	0.2179621368
891	0.2179620946
892	0.217962089
893	0.2179620953
894	0.2178018178
895	0.2177084627
896	0.2177086039
897	0.2177085776
898	0.2177085477
899	0.2166500337
900	0.2166502675
901	0.2165368522
902	0.2164909354
903	0.2163391317
904	0.2163391681
905	0.2159080633
906	0.2159081497
907	0.2159073358
908	0.2158828465
909	0.2158829615
910	0.2157649576
911	0.2157648191
912	0.2157403228
913	0.215740347
914	0.2157315425
915	0.2157253915
916	0.2157253007
917	0.2155537124
918	0.2155415805
919	0.2155415068
920	0.2155415043
921	0.2150389789
922	0.2150240891
923	0.2150121493
924	0.2150122403
925	0.2150010513
926	0.2142945033
927	0.2142944861
928	0.2142758002
929	0.2142744756
930	0.2138011892
931	0.213801236
932	0.2136825741
933	0.2136827447
934	0.2135991475
935	0.2135990603
936	0.2135990546
937	0.2135991021
938	0.2135991326
939	0.213565759
940	0.2135383305
941	0.2134751734
942	0.2134574531
943	0.2129445813
944	0.2129445731
945	0.2118033734
946	0.2116824818
947	0.2116265831
948	0.2116266841
949	0.2114295183
950	0.2114295094
951	0.2113599964
952	0.211359919
953	0.2113599796
954	0.210699628
955	0.20967479
956	0.2096389002
957	0.2096195175
958	0.2096195363
959	0.209013041
960	0.2089583301
961	0.2087447302
962	0.2084206603
963	0.2082840871
964	0.2082841469
965	0.2082838662
966	0.2082840648
967	0.2082781504
968	0.2082022749
969	0.2079286303
970	0.2079286232
971	0.2078686548
972	0.2075484415
973	0.2075270155
974	0.2074873174
975	0.2064595193
976	0.2064468411
977	0.2064347917
978	0.2064348038
979	0.2064223678
980	0.2064162088
981	0.2064162148
982	0.2062952565
983	0.2062953505
984	0.2062952398
985	0.2062948525
986	0.205571946
987	0.2054972069
988	0.205497254
989	0.2052368167
990	0.2052366419
991	0.2051630845
992	0.2051631598
993	0.2050834607
994	0.2050834773
995	0.204447699
996	0.2044334689
997	0.2044335551
998	0.2035932763
999	0.2034486438
